Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure,Age,Total_Spend,ClusterLabel
PhD,Together,-0.8694099500069151,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,0.1693061643657339,-0.4345083784247282,-0.9313843120519211,1
Graduation,Married,-0.0714888070306548,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,1.3155229174117373,0.5058576827410931,-0.19427442501518194,1
2n Cycle,Single,-1.136959432131037,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,1.1623646443754179,-1.1184109683635073,-0.8765991177451364,1
Graduation,Married,0.0644112342977225,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,1.2018893599976939,-0.6054840259094231,0.5112924713600752,0
PhD,Married,0.5652273176145458,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,0.5052662471550797,1.1897602726798722,1.4575821912045375,0
Graduation,Single,-0.21108329555094646,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,1.592195926767669,-1.5458500870752443,-0.3951534708067257,1
Graduation,Together,0.9071424464404282,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,0.8313451510388565,0.5913455064834405,0.7735973410713471,0
PhD,Married,0.9386445606682572,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,-1.3029894925640464,2.215614157588041,1.054163942218214,0
2n Cycle,Together,-1.2889879203402448,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,-0.6557722742492772,-0.5199962021670756,-0.8782592751483723,1
Graduation,Together,1.108231604348714,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,-1.080662967188744,-2.144264853271676,1.2799453490582964,0
Graduation,Single,1.542468187733833,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,0.6831274674553216,-1.03292314462116,1.4393204597689426,0
Master,Married,-0.10851272942704406,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,0.6287809834746921,-0.17804490719768606,0.2390266572293877,1
PhD,Married,-0.5893470177166316,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,-1.4808507128642883,-0.34902055468238086,-0.9280639972454493,1
Graduation,Married,-0.8795398858557125,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,-1.5599001441088403,-1.2038987921058548,-0.933044469455157,1
Master,Together,-1.3405115548339324,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,-1.6290683964478232,-1.1184109683635073,-0.9911499785684135,1
Master,Married,1.2055584389744154,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,0.1791873432713029,-0.4345083784247282,1.3745743210427426,0
PhD,Married,1.6204091059116397,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,0.43609799481609673,2.386589805072736,2.5101219848560974,0
Graduation,Married,-0.1410476998590642,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,-0.7249405265882601,1.360735920164567,-0.9745484045360544,1
Graduation,Married,1.6157612529927796,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,-1.4215636394308742,-1.460362263332897,1.9722309862076661,0
Graduation,Married,0.9214832575832356,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,-1.3276924398279688,-1.7168257345599391,0.9645154424434755,0
2n Cycle,Together,-1.661809284814615,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,-1.4709695339587192,-1.7168257345599391,-0.9363647842616287,1
Graduation,Married,0.36060261346883654,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,0.3768109213826828,0.07841856402935612,0.6656871098610138,0
PhD,Single,1.2961717082728745,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,0.3076426690436998,0.6768333302257878,1.794594144061425,0
Graduation,Married,-0.39127697794367355,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,1.2562358439783232,-1.7168257345599391,0.12779611121258247,1
2n Cycle,Together,0.5987554190121344,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,0.8313451510388565,0.16390638777170352,0.7885387577004702,0
Graduation,Married,0.9136573855745567,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,-0.6804752215131996,0.4203698589987457,0.7652965540551677,0
Graduation,Single,-0.8827576301841541,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,-1.0213758937553299,-0.09255708345533865,-0.9131225806163262,1
Master,Together,-0.05138783628755075,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,0.09519732257396644,1.1042724489375249,-0.9313843120519211,1
Graduation,Divorced,0.5972855851830932,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,-0.8089305472855965,0.24939421151405092,0.20914382397114153,0
Master,Widow,-0.028108846454627898,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,-0.29016865474322434,1.7026872151339567,-0.2324580452896076,1
PhD,Married,-0.8034660538931746,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,-0.2111192234986724,-0.17804490719768606,-0.8052123494059927,1
2n Cycle,Married,-1.7771713777750384,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,0.7572363092470891,-1.460362263332897,-0.94798588608428,1
Graduation,Married,-0.9353538461206556,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0.030969659687767975,-1.7168257345599391,-0.9513062008907519,1
PhD,Married,0.15836142364049138,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,-0.8039899578328121,1.788175038876304,-0.7487669976959722,1
Graduation,Married,-1.3560838483740447,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,-0.13206979225412044,1.9591506863609989,-0.9845093489554698,1
Graduation,Single,-0.872270167187752,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,0.9499192979056845,-1.7168257345599391,-0.9463257286810441,1
2n Cycle,Married,-1.275441613969892,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,-1.2338212402250635,-0.4345083784247282,-0.9513062008907519,1
Graduation,Divorced,-1.149711233728935,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,-0.013495645387292504,0.8478089777104827,-0.9745484045360544,1
Master,Divorced,-0.38210044782182173,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,-0.44826751723232827,-0.26353273094003343,-0.6890013311794798,1
Graduation,Single,1.1524060696971956,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,-0.8484552629078725,0.4203698589987457,1.2816055064615322,0
Graduation,Married,-1.1206323590570928,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,0.1544843960073804,-0.6054840259094231,-0.9280639972454493,1
PhD,Married,0.13786320051116,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,-0.8138711367383811,1.360735920164567,-0.29720418401580767,1
Graduation,Single,0.22732443788955978,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,0.3422267952131913,1.1897602726798722,0.43326507340798787,0
Graduation,Married,0.18112398537131869,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,0.7127710041720287,-0.0070692597129912655,0.6540660080383625,0
Master,Single,-0.6358652721438545,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,-0.48779223285460427,-0.17804490719768606,-0.9098022658098543,1
2n Cycle,Married,0.7385882589641625,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,-0.7101187582299067,-0.9474353208788125,-0.29222371180609996,1
Graduation,Married,0.5463975545073693,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,1.513146495523117,-0.6054840259094231,0.6042612859412855,0
Graduation,Married,-0.5263030640223507,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,1.6020771056732381,-0.26353273094003343,-0.4300167762746796,1
2n Cycle,Single,1.4831584064700893,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,1.4736217799008413,0.24939421151405092,2.4105125406619434,0
Master,Married,-0.39842752089576594,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,0.49538506824951073,-1.2893866158482021,-0.5678098407432592,1
Graduation,Married,-0.07693116472196952,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,-1.5747219124671936,1.4462237439069143,-0.5595090537270797,1
2n Cycle,Together,0.5731326401004702,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,1.4242158853729963,-1.1184109683635073,1.1321913401703014,0
Graduation,Married,0.3321196173763354,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,-0.863277031266226,0.4203698589987457,0.47476900848888537,0
Graduation,Widow,0.7122107005186663,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,-0.3642774965349918,1.7026872151339567,0.52955420279567,0
PhD,Widow,-0.06819161222496777,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,-0.9966729464914075,0.9332968014528301,-0.783630303163926,1
Graduation,Married,1.1078343519624867,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,-1.7328207749562976,0.5058576827410931,1.4741837652368965,0
Graduation,Married,-0.7569080742273289,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,-1.1300688617165888,-0.5199962021670756,-0.8085326642124645,1
PhD,Single,0.5698751705334059,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,-1.1646529878860803,-0.0070692597129912655,1.1305311827670654,0
PhD,Together,0.9146505165401251,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,0.3866921002882518,1.1897602726798722,1.8859028012393995,0
Graduation,Widow,-0.8086700601527529,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,1.2463546650727544,-0.09255708345533865,-0.9828491915522339,1
Graduation,Married,0.061709918071376504,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,-1.1794747562444339,1.5317115676492619,-0.10794624004691518,1
PhD,Together,-0.11788788574200956,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,1.6267800529371605,-0.17804490719768606,0.46978853627917766,0
Graduation,Married,0.36624359735326495,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,0.5200880155134332,-0.5199962021670756,1.2965469230906554,0
Graduation,Married,-0.5891483915235178,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,-0.45320810668511274,-0.9474353208788125,-0.9795288767457622,1
PhD,Together,0.18672524401712434,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,1.6811265369177901,-1.03292314462116,0.49635105473095203,0
Graduation,Married,-0.549065625753178,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,0.9350975295473309,-0.7764596733941178,-0.9347046268583928,1
Graduation,Single,-1.2600282213842708,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,-1.5401377862977021,-1.6313379108175918,-0.966247617519875,1
Graduation,Married,0.40783592219126874,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,0.7028898252664596,1.1042724489375249,0.6075816007477572,0
PhD,Single,-0.42079283024036584,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,-1.4956724812226416,-0.26353273094003343,-0.9562866731004596,1
Master,Married,0.14322610772522926,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,-1.5648407335616248,-0.6909718496517704,-0.14779001772457676,1
PhD,Married,0.3882513795502603,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,1.2858793806950304,-0.26353273094003343,-0.12786812888574597,0
Graduation,Married,-0.4414499543241882,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,1.2463546650727544,-0.6909718496517704,-0.16771190656340754,1
Master,Married,-0.5273756454651646,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,-0.8533958523606571,-0.34902055468238086,-0.8915405343742595,1
Master,Divorced,-0.5750856570510696,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,-0.15677273951804294,-0.26353273094003343,-0.9181030528260339,1
Graduation,Single,-0.7946470509189273,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,1.6070176951260227,-0.4345083784247282,-0.5163449612429464,1
Graduation,Married,-0.36466106806644094,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,-0.5520198957408027,-0.5199962021670756,-0.5661496833400232,1
Master,Together,1.2280826492735062,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,1.3501070435812288,0.7623211539681353,0.2323860276164441,0
PhD,Divorced,1.0562312669915535,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,1.4785623693536256,0.4203698589987457,0.47808932329535714,0
Master,Together,0.5111612678490032,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,-0.6261287375325701,-0.6054840259094231,0.7403941930066292,0
Graduation,Married,0.3120980971104768,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,0.07049437531004395,-0.4345083784247282,0.21246413877761333,0
Graduation,Married,-1.517169690989236,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,-0.9867917675858385,-0.0070692597129912655,-0.9745484045360544,1
2n Cycle,Widow,-0.9446495519583756,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,1.2611764334311077,1.4462237439069143,-0.6674192849374131,1
PhD,Together,1.061276372296641,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,1.4291564748257808,0.9332968014528301,2.465297734968728,0
Graduation,Divorced,-0.2354348668266832,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,1.0833152131308659,-0.6054840259094231,-0.49476291500087966,1
Graduation,Together,0.9442060940754401,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,0.6831274674553216,1.1897602726798722,1.8510394957714456,0
Master,Single,0.24118854616889437,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,0.885691635019486,0.4203698589987457,0.48639011031153667,0
PhD,Divorced,0.1341687533192456,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,-0.6903564004187687,2.1301263338456935,0.12447579640611067,0
Master,Divorced,0.2858397143808488,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,0.43609799481609673,0.5913455064834405,0.0929328057446286,0
Graduation,Divorced,0.1321427661494861,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,-1.3276924398279688,-0.7764596733941178,-0.9363647842616287,1
PhD,Together,1.048961548323593,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,0.3965732791938208,-0.17804490719768606,2.00709429167562,0
PhD,Together,0.622670012663021,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,-1.5599001441088403,1.7026872151339567,0.612562072957465,0
Graduation,Married,0.5179542836534908,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,0.48550388934394173,2.1301263338456935,0.2307258702132082,0
Graduation,Together,-0.9944650011912857,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,1.671245358012221,1.6171993913916092,-0.9015014787936749,1
Master,Together,-0.15518988480875798,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,-0.6310693269853547,0.6768333302257878,-0.9546265156972237,1
Basic,Married,-1.1106215989241635,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,0.9548598873584689,-1.8023135583022865,-0.571130155549731,1
PhD,Married,0.48140706412057443,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,1.5823147478621002,-1.3748744395905497,1.3911758950751016,0
Master,Together,-0.05138783628755075,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,0.09519732257396644,1.1042724489375249,-0.9313843120519211,1
Graduation,Widow,0.056267560380061775,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,1.211770538903263,1.360735920164567,1.0010389053146653,0
Graduation,Married,0.5334471267163576,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,-0.7150593476826911,-0.6054840259094231,0.5610971934571521,0
Graduation,Single,1.1512540377771363,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,-0.04313918210399949,-1.7168257345599391,0.9130505629431627,0
Graduation,Married,-0.6873094561602967,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,0.09519732257396644,-1.9732892057869813,-0.7803099883574542,1
Graduation,Divorced,0.3580601981969815,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,1.0190875502446675,0.8478089777104827,0.20416335176143383,0
PhD,Together,-0.49940907747475893,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,0.22859323779914786,-1.03292314462116,-0.6491575535018183,1
Graduation,Single,0.3144418861892182,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,0.5151474260606487,-0.8619474971364652,0.5577768786506803,0
Graduation,Married,-0.13175199402134416,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,-0.5026140012129577,0.4203698589987457,-0.4316769336779155,1
Master,Together,1.465202598612613,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,-1.2338212402250635,0.8478089777104827,2.1863912912250973,0
PhD,Together,-0.32227423845598246,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,0.29776149013813086,1.9591506863609989,-0.34866906351612054,1
Master,Single,1.149347226323245,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,0.43115740536331226,-0.5199962021670756,2.4603172627590206,0
Graduation,Married,-0.6274037963172119,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,0.7769986670582271,0.6768333302257878,-0.7786498309542184,1
Graduation,Single,-1.0384805655852762,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,0.05073201749890596,-1.8023135583022865,-0.9380249416648646,1
Graduation,Together,0.7599604373431941,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,-0.2160598129514569,0.8478089777104827,0.2821907497135211,0
Master,Married,1.1102178662798508,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,-1.1547718089805115,2.1301263338456935,2.149867828353907,0
Graduation,Divorced,-0.8583266084311719,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,-0.991732357038623,0.3348820352563983,-0.9214233676325057,1
Master,Single,0.8428670103488425,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,-1.1547718089805115,-1.5458500870752443,1.7331683201416967,0
Graduation,Married,-0.37920050540236205,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,-0.1814756867819654,-1.887801382044634,-0.4134152022423206,1
Graduation,Married,0.7256378311731507,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,1.3995129381090738,1.360735920164567,1.859340282787625,0
Graduation,Married,-1.0603294468277806,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,1.5082059060703328,-1.5458500870752443,-0.6591184979212337,1
Graduation,Married,-0.7689448215300176,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,1.0783746236780813,-1.460362263332897,-0.9380249416648646,1
PhD,Together,1.0180155874364822,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,-0.6903564004187687,0.9332968014528301,1.1355116549767732,0
Master,Married,-0.07482572707496456,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,-1.6438901648061766,-0.6909718496517704,-0.27396198037050506,1
Graduation,Single,0.3814583637457726,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,1.6416018212955141,0.4203698589987457,2.138246726531256,0
PhD,Married,-0.12245628818362413,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,-0.5717822535519407,0.7623211539681353,-0.32542685987081793,1
2n Cycle,Widow,-0.1809318394362904,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,0.7177115936248131,-0.5199962021670756,-0.14280954551486905,1
Graduation,Single,0.8120799504162227,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,-0.3445151387238538,-0.0070692597129912655,0.9313122943787576,0
Master,Together,0.2271258116964461,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,-1.6932960593340216,-0.6909718496517704,-0.18929395280547423,1
Graduation,Married,0.519583018437023,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,0.38175151083546727,0.5913455064834405,-0.5761106277594387,1
Graduation,Single,-0.9402797757098748,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,0.11495968038510443,-1.1184109683635073,-0.9313843120519211,1
Master,Together,-0.19404116818179304,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,0.44597917372166573,1.5317115676492619,-0.47816134096852064,1
Graduation,Together,-0.2902159708874351,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,-0.9472670519635625,0.16390638777170352,-0.8483764418901261,1
Graduation,Divorced,0.9830176522098525,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,-1.0856035566415285,0.16390638777170352,0.7553356096357523,0
2n Cycle,Together,0.19904006799017226,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,-0.14195097115968944,1.4462237439069143,-0.6225950350500439,1
Master,Single,-1.1636547924855152,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,-0.8188117261911656,-1.03292314462116,-0.8815795899548441,1
2n Cycle,Together,-1.0694662517110098,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,-0.5915446113630787,-0.6909718496517704,-0.9181030528260339,1
Graduation,Widow,-0.3415807044266318,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,1.671245358012221,-0.0070692597129912655,-0.6740599145503567,1
PhD,Single,-0.3784457258685301,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,1.1080181603947885,-1.2893866158482021,-0.33372764688699746,1
PhD,Married,1.2685229421914508,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,-0.13701038170690494,-1.1184109683635073,2.178090504208918,0
Graduation,Together,0.07235628202226956,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,0.1791873432713029,-0.6054840259094231,0.09127264834139269,1
2n Cycle,Married,-1.0945726025205784,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,-1.189355935150003,-1.8023135583022865,-0.9396850990681006,1
Graduation,Widow,1.3261642634330395,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,-0.8929205679829331,0.4203698589987457,1.6485002925766659,0
Graduation,Married,-0.1742579993476709,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,-0.7199999371354756,-0.9474353208788125,-0.785290460567162,1
Graduation,Married,-1.299912360961497,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,-0.9867917675858385,0.07841856402935612,-0.8932006917774954,1
Master,Married,-0.996212911690686,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,-1.2931083136584773,-0.34902055468238086,-0.9728882471328185,1
2n Cycle,Single,-0.504056930393619,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,-1.3029894925640464,0.5058576827410931,-0.9181030528260339,1
Graduation,Single,-1.222050893260936,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,-1.3425142081863224,-1.7168257345599391,-0.8566772289063056,1
PhD,Single,0.32842517018442097,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,-1.0460788410192525,-0.17804490719768606,-0.13450875849868957,1
Graduation,Married,-1.1845105427624512,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0.41139504755217426,0.5058576827410931,-0.7388060532765568,1
Master,Married,1.170361877554672,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,-0.5866040219102941,1.7026872151339567,0.6656871098610138,0
Graduation,Together,-0.3485723464242332,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,1.4884435482591947,1.4462237439069143,-0.6093137758241567,1
PhD,Single,0.10501042817015793,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0.6485433412858301,-0.7764596733941178,0.31207358297176724,0
Graduation,Married,1.0992537004199758,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0.47562271043837273,-1.1184109683635073,1.9340473659332404,0
2n Cycle,Married,-1.4667186379383623,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,-0.11724802389576695,-0.09255708345533865,-0.9015014787936749,1
Graduation,Together,1.411613251710543,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,0.24341500615750136,0.8478089777104827,2.2411764855318816,0
Graduation,Married,-0.7626285085890027,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,-0.30004983364879334,-0.7764596733941178,-0.8782592751483723,1
